DRI Number,Project Name,Current Status,Contains 'data center'?,Water Usage,Data Center?,Cleaned Water Usage Data
2803,Limestone Greenway,Completed,0,No water data,TBD,No water data
2802,Poplar Road Crossings,Completed,0,0.24 mgd,TBD,0.24
2801,760 Ralph McGill,Completed,0,0.58,TBD,0.58
2800,17th and Spring,Completed,0,0.27 mgd,TBD,0.27
2799,17th and Spring,Terminated,0,No water data,TBD,No water data
2796,Friendship Village,Terminated,0,.10 mgd,TBD,.10
2793,Rock Quarry,Completed,0,water will be supplied by on site private well,TBD,water will be supplied by on site private well
2792,Lee County Medical Center,Additional Form Submitted,0,0.190255 million gallons per day,TBD,0.190255 million gallons per day
2791,Campbellton Site,Completed,0,0.115 mgd,TBD,0.115
2790,Speedway Store #100944,Completed,0,1000 gallons per day,TBD,1000 gallons per day
2789,Children's Healthcare of Atlanta Master Plan,Completed,0,0.364 mgd,TBD,0.364
2788,Folia Crossroads,Completed,0,0.16813,TBD,0.16813
2787,Commerce Industrial Rail Site,Completed,0,"25 gpd/1000 sq ft warehouse (32,606 gpd)",TBD,"25 gpd/1000 sq ft warehouse (32,606 gpd)"
2785,ISG - Jackson 85 Extension,Completed,0,"23,325 gpd",TBD,"23,325 gpd"
2784,Kia Blvd C Store (Circle K),Completed,0,0.001 mgd,TBD,0.001
2783,Fiserv Property Redevelopment,Completed,0,0.002512,TBD,0.002512
2781,Chateau Village,Completed,0,.3 mgd,TBD,.3
2778,"Greenstone Parkway 400, LLLP",Completed,0,0.1502,TBD,0.1502
2776,McDonough Commerce Center II,Completed,0,0.062 mgd,TBD,0.062
2775,Gardner 42,Completed,0,0.060 mgd,TBD,0.060
2774,1350 West Marietta Street,Completed,0,0.25 mgd,TBD,0.25
2772,Deep South Sanitation,Withdrawn,0,No water data,TBD,No water data
2771,Sapelo Station,Completed,0,No water data,TBD,No water data
2768,Life Hope Senior Living,Completed,0,No water data,TBD,No water data
2767,Hillwood Hall Road Site,Completed,0,.10,TBD,.10
2766,Midland Commons,Additional Form Submitted,0,0.217,TBD,0.217
2765,Liberty Commerce Center 2,Completed,0,0.048,TBD,0.048
2764,Emerson Center,Completed,0,0.1 mgd,TBD,0.1
2761,Project Appling,Completed,0,+/- 0.426250 mgd,TBD,+/- 0.426250
2759,Southpoint Farms Logistics Center,Completed,0,0.1 mgd,TBD,0.1
2758,30 Ted Turner Drive,Completed,0,2.55 mgd,TBD,2.55
2754,Belfast PUD,Completed,0,No water data,TBD,No water data
2753,Kevin Keller,Completed,0,No water data,TBD,No water data
2752,Celebration Village Snellville,Completed,0,0.113,TBD,0.113
2751,Mashburn Tract,Completed,0,0.1318,TBD,0.1318
2750,The Villages At Brooks Farm,Withdrawn,0,No water data,TBD,No water data
2747,Tech West/ The Interlock,Completed,0,0.30,TBD,0.30
2745,South Fulton Parkway at Stonewall Tell,Completed,0,0.2 mgd,TBD,0.2
2744,U. L. Strategies,Withdrawn,0,No water data,TBD,No water data
2741,The Heights at Woodstock,Completed,0,"54,750",TBD,"54,750"
2740,Copart Expansion,Completed,0,No water data,TBD,No water data
2739,Copart Expansion,Completed,0,No water data,TBD,No water data
2737,MAC IV - Derrick Road,Completed,0,0.050 mgpd,TBD,0.050
2736,Athens Amphitheater,Completed,0,"1,403,750",TBD,"1,403,750"
2732,985 Lanier Logistics,Completed,0,0.04113 mgd,TBD,0.04113
2731,Spring Place Road Warehouse,Completed,0,0.05 mgd,TBD,0.05
2729,Trammell Crow Jefferson Hog Mountain Road,Completed,0,0.16,TBD,0.16
2728,Dry Pond Road Site,Completed,0,0.06 mgd,TBD,0.06
2727,South Lawn Mixed Use Development,Completed,0,0.17 mgd,TBD,0.17
2726,The Spires at Berry College,Completed,0,0.133 mgd,TBD,0.133
2725,Columbia County Development Authority Industiral & Business Park,Completed,0,No water data,TBD,No water data
2724,Cherokee Street Mixed Use project,Completed,0,.25,TBD,.25
2722,Lanier Islands Logistics Center,Completed,0,0.010 mgd,TBD,0.010
2721,Camp Creek Business Center - Site Y & Z,Completed,0,.009,TBD,.009
2719,Project Tiger/ Irving Tissue,Completed,0,1.5,TBD,1.5
2716,Pendergrass-HWY 129,Completed,0,"12,500 gpd",TBD,"12,500 gpd"
2714,Project Sardis,Completed,0,0.025,TBD,0.025
2713,Rockefeller-Douglas Hill Road,Completed,0,0.065 mgd,TBD,0.065
2711,Dry Pond Circle K,Completed,0,0.72,TBD,0.72
2709,Ponce City Market - Phase 2,Completed,0,0.21 mgd,TBD,0.21
2708,Sentury Tire Plant,Completed,0,435.7 mgd,TBD,435.7
2707,740 West Peachtree,Completed,0,0.18 mgd,TBD,0.18
2706,Duncan Road Waste Transfer Station,Completed,0,0.0007 mgd,TBD,0.0007
2703,KM Homes,Completed,0,No water data,TBD,No water data
2702,Curran Tract- Lumpkin Campground Road,Completed,0,No water data,TBD,No water data
2701,DCT Douglas Hill Distribution Center,Completed,0,0.023 mgd,TBD,0.023
2699,"Locust Grove - Clayco, Phase II",Completed,0,0.047 mgd,TBD,0.047
2698,RHB LLC,Terminated,0,"19,000 gallons per working day",TBD,"19,000 gallons per working day"
2696,"Dogs Head Aggregate, LLC",Completed,0,tbd,TBD,tbd
2695,New Salem Commerce Center,Completed,0,0.48 mgd,TBD,0.48
2694,Terrell Mill Development,Terminated,0,No water data,TBD,No water data
2693,Shoppes at Jefferson,Completed,0,"33,000 gpd (0.033 mgd)",TBD,"33,000 gpd (0.033"
2692,Project Hoover,Terminated,0,No water data,TBD,No water data
2691,The Park at Perimeter Center,Completed,0,0.45 mgd,TBD,0.45
2688,Horizon Pointe 400,Completed,0,0.052 mgpd,TBD,0.052
2687,Jackson County Industrial Partners Tract,Completed,0,0.015,TBD,0.015
2686,Friendship Village,Completed,0,0.61,TBD,0.61
2685,Harlem Sewage Treatment Plant Expansion,Completed,0,No water data,TBD,No water data
2684,Orchard Hills Business Park Expansion,Completed,0,0.33 mgd,TBD,0.33
2681,Solar Panel Farm,Completed,0,No water data,TBD,No water data
2680,Love's Travel Stop & Country Store,Completed,0,0.009,TBD,0.009
2678,Liberty - Butts County,Completed,0,0.044,TBD,0.044
2677,Herndon Homes,Completed,0,0.30 mgd,TBD,0.30
2676,Highway 53 Distribution Center,Completed,0,0.091 mgd to be confirmed upon tenancy by a specific user,TBD,0.091
2675,Solar Panel Farm,Completed,0,No water data,TBD,No water data
2674,Jones Petroleum Travel Center,Completed,0,0.033mgd,TBD,0.033mgd
2673,2218 Carter - SFH,Terminated,0,No water data,TBD,No water data
2672,Greenpoint,Completed,0,.172mgd,TBD,.172mgd
2670,DCT Factory Shoals,Completed,0,0.025 mgd,TBD,0.025
2669,Northwinds Summit,Completed,0,0.283,TBD,0.283
2668,Limestone Village,Withdrawn,0,No water data,TBD,No water data
2667,Roswell Exchange,Terminated,0,No water data,TBD,No water data
2666,Oakview Crossing,Withdrawn,0,No water data,TBD,No water data
2665,Saben Fairburn South Distribution Center,Completed,0,0.017,TBD,0.017
2663,Bremer Tract,Completed,0,.206 mgd,TBD,.206
2661,Medical Waste Processing Facility,Completed,0,2000 per day,TBD,2000 per day
2659,1105 West Peachtree,Completed,0,.206 mgd,TBD,.206
2658,Turner Field Redevelopment,Completed,0,1.25 mgd,TBD,1.25
2656,BOC SITE,Completed,0,0.030 mgd,TBD,0.030
2654,Woodbury Park E-Commerce & Distribution Center,Completed,0,0.157,TBD,0.157
2653,SL Bright Star,Completed,0,0.0027 mgd,TBD,0.0027
2651,Liberty Industrial Park of Buford,Completed,0,"950,000 sf/1000sf x 25gpd = 23,750 gpd = 0.024 mgd",TBD,"950,000 sf/1000sf x 25gpd = 23,750 gpd = 0.024"
2650,Lidl - Highway 96 - Warner Robins,Terminated,0,No water data,TBD,No water data
2649,Palmetto Industrial,Completed,0,0.24 mgd,TBD,0.24
2648,Earthwise Industries Biomedical Waste Treatment,Completed,0,minimal,TBD,minimal
2647,Johnny Blankenship Property,Completed,0,less than 1 million gallons per day,TBD,less than 1 million gallons per day
2646,Saben Tatum Road,Completed,0,0.036 mgpd,TBD,0.036
2644,"Georgia Stone Industries, INC",Terminated,0,unknown,TBD,unknown
2642,Brookwood Quarters,Withdrawn,0,0.2,TBD,0.2
2639,Hopeton Plantation,Completed,0,1.09 mgd,TBD,1.09
2638,"Oak Hall Companies, LLC",Completed,0,No water data,TBD,No water data
2636,Longacre Development,Completed,0,0.10 mgpd,TBD,0.10
2635,Nexus Town Center,Completed,0,0.19 mgd,TBD,0.19
2634,Spring and 8th,Completed,0,0.18 mgd,TBD,0.18
2633,Hog Mountain Industrial Development,Completed,0,"developer is unaware of these estimations considering they do not know the ""end user"" at this time.",TBD,"developer is unaware of these estimations considering they do not know the ""end user"" at this time."
2630,Cass-White Logistics Park,Completed,0,.05 mgd,TBD,.05
2629,GBF Midway Waste Handling Facility,Completed,0,0.15 mgd,TBD,0.15
2626,Calls Creek WRF Upgrade,Withdrawn,0,No water data,TBD,No water data
2624,Woodland Crossing,Completed,0,0.045,TBD,0.045
2621,Jodeco Crossings,Terminated,0,No water data,TBD,No water data
2620,Vinings Atlanta,Completed,0,0.334 mgd,TBD,0.334
2619,Cornelia WWTP Expansion to 4.5MGD,Completed,0,0,TBD,0
2616,Hughes Court Townhomes; SF Neighborhood; Commericial Building,Completed,0,0.54 mgd for townhomes/.003 mgd for commercial/0.79 mgd for single family,TBD,0.54
2615,Galleria 75,Completed,0,0.2 mgd,TBD,0.2
2605,Three Rings Studios,Completed,0,"23,500 gpd",TBD,"23,500 gpd"
2604,Brookhaven-Oglethorpe MARTA Station TOD,Completed,0,0.29 mgd,TBD,0.29
2603,Pembroke Water Supply & Storage,Completed,0,No water data,TBD,No water data
2600,Morgan Lakes Industrial Park,Completed,0,0.010 mgd,TBD,0.010
2594,Palmetto Distribution Center,Completed,0,0.157,TBD,0.157
2593,Midland Logistics Park -- Scannell,Completed,0,0.009 mgpd,TBD,0.009
2591,Love's Travel Center,Completed,0,0.01,TBD,0.01
2590,Peachtree Dunwoody Pavilion,Completed,0,0.212 mgpd,TBD,0.212
2588,Fairburn Travel Center,Completed,0,.0053,TBD,.0053
2587,Wildemeade,Completed,0,0.12 mgd,TBD,0.12
2586,Situation Room,Terminated,0,No water data,TBD,No water data
2585,"Ga 16 Bulloch, LLC-Light Industrial Rezoning",Completed,0,1.9 mgd,TBD,1.9
2584,Locust Grove - Clayco,Completed,0,0.014 mgpd,TBD,0.014
2583,Atlanta Riverwalk,Completed,0,No water data,TBD,No water data
2582,Georgia North Industrial Park,Completed,0,0.141,TBD,0.141
2580,"J&P Fulton REO Properties, LLC Travel Center",Completed,0,0.008 mgd,TBD,0.008
2576,Township Tucker,Completed,0,"46,870",TBD,"46,870"
2575,Highlands Logistics Park,Completed,0,0.0093 mgd to 0.02625 mgd (dependent on final user),TBD,0.0093
2574,Destinations at Mall of Georgia,Completed,0,1.91 mgd,TBD,1.91
2573,St. Augustine Creek Industrial Park,Completed,0,0.010 msd,TBD,0.010 msd
2572,C-17,Completed,0,0.0062 mgd to 0.0175 mgd (dependent on final user),TBD,0.0062
2571,TBD,Withdrawn,0,No water data,TBD,No water data
2569,GA Tech High Performance Computing Center (GT HPCC),Completed,1,0.22,TBD,0.22
2567,Dunwoody Crown Towers,Completed,0,0.405,TBD,0.405
2565,Chamblee Village Park,Completed,0,.0045 mgd,TBD,.0045
2563,Horizon Pointe,Completed,0,0.048 mgpd,TBD,0.048
2562,Live Oak Estates,Withdrawn,0,0.0658,TBD,0.0658
2560,Jim Ellis Parking Structure,Completed,0,.01,TBD,.01
2558,Decatur Crossing Phase III,Completed,0,0.23,TBD,0.23
2557,905 Memorial Dr,Completed,0,0.22mgd,TBD,0.22mgd
2555,Mixed Use,Completed,0,0.15,TBD,0.15
2554,Greystone at Oakland,Terminated,0,.05385,TBD,.05385
2552,1117 Perimeter Center West,Completed,0,0.89,TBD,0.89
2551,Lanier Technical College,Completed,0,0.0942 mgd,TBD,0.0942
2549,Project Buffalo BTS,Completed,0,".03 mgd - 30,000 gpd",TBD,.03
2548,Green Zone Water Well and Tank,Completed,0,No water data,TBD,No water data
2546,Epps Bridge Centre II,Completed,0,0.0365,TBD,0.0365
2545,Dobbins Mill Transfer,Completed,0,"1,250 gallons per day",TBD,"1,250 gallons per day"
2544,Project Max,Withdrawn,0,0.0004 mgd,TBD,0.0004
2543,ORCHARD HILLS,Completed,0,0.41 is an approximate estimate based on future uses,TBD,0.41 is an approximate estimate based on future uses
2542,Civic Center Mixed-Use,Completed,0,0.52 mgd,TBD,0.52
2541,Heart of Georgia Mega Site,Completed,0,1.2 mgd +/-,TBD,1.2
2538,New Hampstead-Amendment,Completed,0,2.532 mgd,TBD,2.532
2536,Magonolia Hill PUD,Completed,0,"46,800 gpd",TBD,"46,800 gpd"
2534,Ft. McAllister tract,Completed,0,.053,TBD,.053
2532,The Hope Plantation,Completed,0,No water data,TBD,No water data
2531,Environmental Review,Terminated,0,No water data,TBD,No water data
2529,Covington Towne Center,Completed,0,at 10-15 year build out = 0.44mgd,TBD,at 10-15 year build out = 0.44mgd
2527,Henry Promenade,Completed,0,0.2 mgd/0.6 mgd peak,TBD,0.2
2525,LaGrange Station,Completed,0,0.4842 mgd,TBD,0.4842
2524,Port of St. Marys Industrial & Logistics Center,Completed,0,0.334 mgd,TBD,0.334
2523,Goethe Tract,Completed,0,0.01 mgd,TBD,0.01
2522,Vanguard National Trailer,Completed,0,"18,667 mgd",TBD,"18,667"
2521,Project Sparta,Completed,0,.30 mgd,TBD,.30
2520,Ridgewalk Landing,Completed,0,0.1231 mgd,TBD,0.1231
2519,Anvil Block Land Partners LLC,Completed,0,0.04 mgd (average),TBD,0.04
2518,Winslow Park,Terminated,0,No water data,TBD,No water data
2515,"Helena Industries, Inc., Warehouse ""E""",Additional Form Submitted,0,No water data,TBD,No water data
2514,"Georgia Top Choice Peanuts, LLC",Additional Form Submitted,0,.0048 mgd (+/- 5k gpd) in season,TBD,.0048
2513,Skyline II,Completed,0,0.04 mgd (average),TBD,0.04
2512,Black Acres Training Center LLC,Completed,0,No water data,TBD,No water data
2510,Old Mill Industrial,Completed,0,.02 mgd,TBD,.02
2508,IDI2A,Terminated,1,No water data,TBD,No water data
2507,The Commons,Terminated,0,No water data,TBD,No water data
2506,A & M Disposal LLC,Withdrawn,0,No water data,TBD,No water data
2504,Jodeco Crossings,Completed,0,0.372,TBD,0.372
2501,Park Center,Completed,0,"0.41 mgd (0.35 mgd above existing 250,698 sf office)",TBD,0.41
2500,Project River,Completed,0,.0087,TBD,.0087
2499,Innovation Mixed Use,Completed,0,.02467 mgd,TBD,.02467
2498,The Hope Plantation,Withdrawn,0,0.4 mgd,TBD,0.4
2497,LULLWATER VILLAGE,Terminated,0,No water data,TBD,No water data
2496,Majestic Logistics Center,Completed,0,0.049 mgd,TBD,0.049
2494,Abernathy Road/Glenridge Drive Development,Completed,0,0.324 mgd in phase i and 0.346 in phase ii,TBD,0.324
2492,Riverside Centre,Completed,0,.0217,TBD,.0217
2491,Broadmoor Business Park,Completed,0,0.0167 mgd,TBD,0.0167
2487,"Lambert Farms, Phase II",Completed,0,0.197 mgd,TBD,0.197
2486,Fox Hall Farms Residential Development Extension,Completed,0,0.0884 mgd,TBD,0.0884
2484,Parterre,Completed,0,"245,560 gpd",TBD,"245,560 gpd"
2483,Avondale Hills,Completed,0,0.1 mgd,TBD,0.1
2482,Avatron Smart Park,Completed,0,between .127 mgd and .163 mgd,TBD,between .127
2480,Pinewood Atlanta Studios - West Fayetteville,Completed,0,0.71 mgd,TBD,0.71
2479,Columbia Park,Completed,0,0.16 (mgd),TBD,0.16 (
2477,Corporate Ridge Business Park Phase II,Completed,0,0.08 mgd,TBD,0.08
2475,University of North Georgia Housing,Terminated,0,195 gpm = 0.2808 mgd,TBD,195 gpm = 0.2808
2474,Cherokee 75 Corporate Park,Completed,0,the development is expected to attract users with minimal water and sewer usage. the estimated water,TBD,the development is expected to attract users with minimal water and sewer usage. the estimated water
2472,Sugarloaf Crossing,Completed,0,0.2365,TBD,0.2365
2471,Tyson Expansion 2015,Additional Form Submitted,0,.2mgd (15% increase over tyson's current demand),TBD,.2mgd (15% increase over tyson's current demand)
2470,Bridges Concrete Batch Plant,Completed,0,"4"" well",TBD,"4"" well"
2469,Assembly,Completed,0,1.89,TBD,1.89
2468,Fred Wessels / Hitch Village Redevelopment PUD,Completed,0,0.23 mgd,TBD,0.23
2467,City of Sandy Springs City Center,Terminated,0,No water data,TBD,No water data
2466,Presbyterian Village,Terminated,0,No water data,TBD,No water data
2465,Loganville Highway Tract,Completed,0,0.435 mgd,TBD,0.435
2462,Bostick Nursing Center,Completed,0,.30,TBD,.30
2461,Mannington Expansion,Terminated,0,No water data,TBD,No water data
2459,Dellinger Ochre Mining,Terminated,0,No water data,TBD,No water data
2456,Riverwalk Village,Completed,0,.8 mgd,TBD,.8
2455,Project Z,Completed,0,100 gallons/month,TBD,100 gallons/month
2453,3354 and 3356 Peachtree Road Development,Completed,0,0.10 mgd,TBD,0.10
2452,Oakley Distribution Center,Completed,0,0.99 mgd,TBD,0.99
2451,Port Royal Resort,Terminated,0,.092 mgd,TBD,.092
2450,Withlacoochee Water Pollution Control Plant,Completed,0,less than 0.01 mgd,TBD,less than 0.01
2449,Bridgeport Industrial,Completed,0,0.91 mgd,TBD,0.91
2448,A Mixed Use Redevelopment of the Riverside Power Plant,Completed,0,.11 mgd,TBD,.11
2446,Dawson Forest Development,Completed,0,.117 mgpd,TBD,.117
2445,Concourse Apartments,Terminated,0,No water data,TBD,No water data
2444,Richland Creek Reservoir,Completed,0,No water data,TBD,No water data
2443,Atlanta Media Center,Completed,0,0.54 mgd,TBD,0.54
2441,Moon River Studios,Completed,0,0.15 mgd,TBD,0.15
2439,Bostick Nursing Center,Terminated,0,not available at this time,TBD,not available at this time
2436,RZ 14-06-02,Withdrawn,0,"56,280 gpd or .05628mgd",TBD,"56,280 gpd or .05628mgd"
2435,BIG USA Real Estate LLC,Completed,0,0.3 mgd,TBD,0.3
2434,Etowah Grove,Completed,0,"130,000 mgd",TBD,"130,000"
2433,Kumho USA,Terminated,0,No water data,TBD,No water data
2431,Shannon Mall Redevelopment,Completed,0,0.025 mgd,TBD,0.025
2419,The Heights at Sandy Springs,Completed,0,0.16 mgd,TBD,0.16
2418,Runway Extension,Completed,0,na,TBD,na
2417,The Bluffs,Completed,0,No water data,TBD,No water data
2415,Wolf Creek WWTF Upgrade,Completed,0,no additional water supply demand,TBD,no additional water supply demand
2413,K.D. Towers (Senior Housing Center),Completed,0,0.1425 mgd,TBD,0.1425
2410,Old 41 Development,Terminated,0,No water data,TBD,No water data
2409,Charles Cowart property,Terminated,0,No water data,TBD,No water data
2406,Recycling Processing Center,Withdrawn,0,No water data,TBD,No water data
2405,Mountain Crest,Completed,0,0.16mgd,TBD,0.16mgd
2403,"Southpark, Phase 3B, Buildings 1 & 2",Completed,0,0.05 mgd,TBD,0.05
2400,Project Unnamed at this time,Terminated,0,No water data,TBD,No water data
2398,Medient Studio Plex -Studio One,Withdrawn,0,No water data,TBD,No water data
2396,Corporate Campus,Terminated,0,No water data,TBD,No water data
2393,Interstate North,Completed,0,0.01 mgd,TBD,0.01
2392,Hartman Distribution Center,Completed,0,0.03 mgd (average),TBD,0.03
2391,Fast Park and Relax,Completed,0,0.0446 million gal/day,TBD,0.0446 million gal/day
2390,"98 14th Street, NE",Completed,0,0.53 mgd,TBD,0.53
2388,Barrette Parkway mixed use development,Terminated,0,No water data,TBD,No water data
2387,Canal Crossing,Completed,0,"44,500 gpd",TBD,"44,500 gpd"
2386,Paliasades Master Development,Terminated,0,No water data,TBD,No water data
2385,Senior Living/JHP Family Investments,Terminated,0,No water data,TBD,No water data
2384,Parkside,Completed,0,"169,185 gpd",TBD,"169,185 gpd"
2383,3001 Iris Drive,Completed,0,.07 mgd,TBD,.07
2381,Atlanta Braves Stadium and Mixed Use Development,Completed,0,1.2 mgd,TBD,1.2
2379,Expansion of the Turner County Airport,Terminated,0,No water data,TBD,No water data
2377,Ashford Green,Terminated,0,No water data,TBD,No water data
2376,Jones Petroleum,Terminated,0,No water data,TBD,No water data
2374,Surya Rugs,Completed,0,.015mgd,TBD,.015mgd
2373,"Advanced Disposal Recycling Services Atlanta, LLC",Completed,0,"< 1,100 gpd",TBD,"< 1,100 gpd"
2371,Paulding Northwest Atlanta Airport - Runway Extension,Completed,0,No water data,TBD,No water data
2370,"Sixteen West Savannah, Phase 7 Savannah Quarters PUD Master Plan Tract 11",Completed,0,0.4 mgd,TBD,0.4
2369,Dawson Commons,Completed,0,"72,600",TBD,"72,600"
2368,Walton Development,Completed,0,0.88 mgd,TBD,0.88
2366,Blu Natural Gas Fueling Station - Atlanta,Terminated,0,No water data,TBD,No water data
2365,Parkside,Completed,0,.13 mgd,TBD,.13
2364,Cherokee Village Square,Terminated,0,No water data,TBD,No water data
2363,Gateway Village,Completed,0,1.1 mgd (includes wwtf),TBD,1.1
2361,Clean Energy LNG Fueling Facility,Withdrawn,0,"negligible, not applicable",TBD,"negligible, not applicable"
2360,Wally Park,Terminated,0,No water data,TBD,No water data
2359,Vulcan - Adairsville Quarry,Completed,0,office use only,TBD,office use only
2358,Barrow Landing,Terminated,0,No water data,TBD,No water data
2356,MAC III Expansion,Completed,0,0.11 mgd,TBD,0.11
2355,Deerfield Township,Terminated,0,.3188 mgd,TBD,.3188
2354,Project Shield,Completed,0,.471 mgd,TBD,.471
2353,Resurgence Park,Completed,0,0.038 mgd,TBD,0.038
2352,Class A Apartments/P&L Shenandoah LP and Senior Living/JHP Family Investments,Completed,0,No water data,TBD,No water data
2351,East Cobb Retirement Community,Completed,0,.136,TBD,.136
